Año;Aerolinea;Pasajeros;Origen_final;Destino_final;Mes;Ruta;Demanda_pred;Precio_final;Ingreso_estimado
2024;LATAM AIRLINES CHILE;2237;SANTIAGO;ARICA;4;SANTIAGO-ARICA;4188.0786;98.19964991;113156.2177
2024;LATAM AIRLINES CHILE;1041;SANTIAGO;BALMACEDA;11;SANTIAGO-BALMACEDA;1348.5416;93.8180087;82910.68651
2024;LATAM AIRLINES CHILE;12175;SANTIAGO;CONCEPCION;8;SANTIAGO-CONCEPCION;12932.596;83.6196946;818150.262
2024;LATAM AIRLINES CHILE;24656;SANTIAGO;CALAMA;7;SANTIAGO-CALAMA;20310.918;127.2215915;2084017.515
2024;LATAM AIRLINES CHILE;3837;SANTIAGO;COPIAPO;1;SANTIAGO-COPIAPO;5983.3364;89.12033801;196277.7333
2024;LATAM AIRLINES CHILE;6535;SANTIAGO;IQUIQUE;11;SANTIAGO-IQUIQUE;8474.501;72.72101008;425077.8492
2024;LATAM AIRLINES CHILE;4304;SANTIAGO;LA SERENA;9;SANTIAGO-LA SERENA;5624.471;134.7423975;476395.0069
2024;LATAM AIRLINES CHILE;2357;SANTIAGO;CASTRO;10;SANTIAGO-CASTRO;3399.6096;113.1519836;201673.7425
2024;LATAM AIRLINES CHILE;14707;SANTIAGO;PUERTO MONTT;1;SANTIAGO-PUERTO MONTT;15300.284;98.05836198;1240661.12
2024;LATAM AIRLINES CHILE;7514;SANTIAGO;PUNTA ARENAS;5;SANTIAGO-PUNTA ARENAS;8372.556;96.24244841;463095.2797
2024;LATAM AIRLINES CHILE;8652;SANTIAGO;VALDIVIA;6;SANTIAGO-VALDIVIA;9390.327;96.76802341;724106.7408
2024;LATAM AIRLINES CHILE;1368;SANTIAGO;TEMUCO;9;SANTIAGO-TEMUCO;2295.9907;108.9695254;116135.4483
2024;LATAM AIRLINES CHILE;5417;SANTIAGO;OSORNO;6;SANTIAGO-OSORNO;6692.611;96.81057498;406622.2401
2024;LATAM AIRLINES CHILE;8989;VALDIVIA;SANTIAGO;11;VALDIVIA-SANTIAGO;9598.53;94.04604203;463573.2239
2024;LATAM AIRLINES CHILE;1307;TEMUCO;SANTIAGO;2;TEMUCO-SANTIAGO;2555.9707;88.0628236;86633.39439
2024;LATAM AIRLINES CHILE;5704;OSORNO;SANTIAGO;6;OSORNO-SANTIAGO;7091.708;128.109999;518456.8062
2024;LATAM AIRLINES CHILE;1824;ANTOFAGASTA;CONCEPCION;3;ANTOFAGASTA-CONCEPCION;4968.331;69.02674131;90535.54406
